"Lugar_del_Accidente";"N_de_Muertos";"PromEdad";"PorcentH";"PorcenM";"Porcent2017";"Porcent2018";"Porcent2019";"Etiqueta"
"Loja - Saraguro - San Pablo De Tenta";1;18;1;0;0;1;0;"Operativos Regulares frecuentes"
"Loja - Saraguro - Urdaneta (Paquishapa)";2;40;1;0;0,5;0;0,5;"Operativos Regulares frecuentes"
"Loja - Sozoranga - Sozoranga";1;23;1;0;0;1;0;"Operativos Regulares frecuentes"
"Loja - Sozoranga - Tacamoros";1;26;1;0;0;1;0;"Operativos Regulares frecuentes"
"Loja - Zapotillo - Zapotillo";12;32,5;0,75;0,25;0,17;0,17;0,67;"Operativos Regulares frecuentes"
"Loja - Zapotillo - Paletillas";1;37;1;0;0;1;0;"Operativos Regulares frecuentes"
"Loja - Olemdo - Olmedo";1;11;0;1;0;1;0;"Operativos Regulares frecuentes"
"Loja - Olemdo - La Tingue";1;31;0;1;0;1;0;"Operativos Regulares frecuentes"
"Los Rios - Babahoyo - Clemente Baquerizo";67;39,99;0,84;0,16;0,36;0,42;0,22;"Operativos de Transito SemiConstantes"
"Los Rios - Babahoyo - Doctor Camilo Ponce";61;41,7;0,93;0,07;0,33;0,28;0,39;"Operativos de Transito SemiConstantes"
"Los Rios - Babahoyo - Barreiro";1;20;1;0;0;0;1;"Operativos Regulares frecuentes"
"Los Rios - Babahoyo - El Salto";2;32;1;0;0;0;1;"Operativos Regulares frecuentes"
"Los Rios - Babahoyo - Babahoyo";46;33,67;0,83;0,17;0,37;0,46;0,17;"Operativos de Transito SemiConstantes"
"Los Rios - Babahoyo - Caracol";4;47,75;0,75;0,25;0,25;0,75;0;"Operativos Regulares frecuentes"
"Los Rios - Babahoyo - Febres Cordero (Las Juntas) (Cab En Mata De Cacao).";17;34,47;1;0;0,29;0,41;0,29;"Operativos Regulares frecuentes"
"Los Rios - Babahoyo - Pimocha";17;43,29;1;0;0,18;0,35;0,47;"Operativos Regulares frecuentes"
"Los Rios - Babahoyo - La Union";6;32,5;0,83;0,17;0,83;0,17;0;"Operativos Regulares frecuentes"
"Los Rios - Baba - Baba";15;39,6;0,93;0,07;0,33;0,13;0,53;"Operativos Regulares frecuentes"
"Los Rios - Baba - Guare";7;41,57;1;0;0,14;0,14;0,71;"Operativos Regulares frecuentes"
"Los Rios - Baba - Isla De Bejucal";12;32,83;1;0;0,42;0,08;0,5;"Operativos Regulares frecuentes"
"Los Rios - Montalvo - Montalvo";24;40,54;0,88;0,12;0,42;0,25;0,33;"Operativos Regulares frecuentes"
"Los Rios - Montalvo - La Esmeralda";2;57,5;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Los Rios - Puebloviejo - Puebloviejo";22;36,45;0,68;0,32;0,27;0,41;0,32;"Operativos Regulares frecuentes"
"Los Rios - Puebloviejo - Puerto Pechiche";5;26,8;1;0;0,2;0,4;0,4;"Operativos Regulares frecuentes"
"Los Rios - Puebloviejo - San Juan";29;39,03;1;0;0,21;0,28;0,52;"Operativos de Transito SemiConstantes"
"Los Rios - Quevedo - Quevedo";3;45,67;1;0;0,33;0;0,67;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - San Camilo";9;44;0,89;0,11;0,56;0,33;0,11;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - Guayacan";4;49,75;0,5;0,5;0,25;0;0,75;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - San Cristobal";2;29;0,5;0,5;0;0;1;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - Siete De Octubre";49;42,53;0,86;0,14;0,27;0,2;0,51;"Operativos de Transito SemiConstantes"
"Los Rios - Quevedo - 24 De Mayo";16;36;0,94;0,06;0,38;0,44;0,19;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - Venus Del Rio Quevedo";6;29;0,83;0,17;0,33;0,5;0,17;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - Viva Alfaro";1;56;1;0;0;1;0;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - Quevedo";35;36,69;0,83;0,17;0,2;0,49;0,29;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - San Carlos";11;45;0,64;0,36;0,36;0,09;0,55;"Operativos Regulares frecuentes"
"Los Rios - Quevedo - La Esperanza";5;43,8;1;0;0,2;0,8;0;"Operativos Regulares frecuentes"
"Los Rios - Urdaneta - Catarama";5;31,6;1;0;0,2;0,4;0,4;"Operativos Regulares frecuentes"
"Los Rios - Urdaneta - Ricaurte";14;30,43;0,86;0,14;0,57;0,14;0,29;"Operativos Regulares frecuentes"
"Los Rios - Ventanas - 10 De Noviembre";1;37;1;0;0;1;0;"Operativos Regulares frecuentes"
"Los Rios - Ventanas - Ventanas";23;37,13;0,96;0,04;0,04;0,74;0,22;"Operativos Regulares frecuentes"
"Los Rios - Ventanas - Ventanas";22;34,86;0,95;0,05;0,45;0;0,55;"Operativos Regulares frecuentes"
"Los Rios - Ventanas - Zapotal";22;37,59;0,82;0,18;0,18;0,64;0,18;"Operativos Regulares frecuentes"
"Los Rios - Vinces - Balzar de Vinces";1;53;1;0;1;0;0;"Operativos Regulares frecuentes"
"Los Rios - Vinces - Vinces Central";1;31;0;1;1;0;0;"Operativos Regulares frecuentes"
"Los Rios - Vinces - Vinces";37;34,03;0,89;0,11;0,35;0,3;0,35;"Operativos de Transito SemiConstantes"
"Los Rios - Vinces - Antonio Sotomayor (Cab. Playas De Vince";9;42,44;1;0;0,11;0,44;0,44;"Operativos Regulares frecuentes"
"Los Rios - Palenque - Palenque";13;33;0,92;0,08;0,23;0,31;0,38;"Operativos Regulares frecuentes"
"Los Rios - Buena Fe - San Jacinto De Buena Fe";21;33,14;0,86;0,14;0,05;0,81;0,1;"Operativos Regulares frecuentes"
"Los Rios - Buena Fe - San Jacinto de Buena Fe";33;35,85;0,58;0,42;0,58;0;0,42;"Operativos de Transito SemiConstantes"
"Los Rios - Buena Fe - Patricia Pilar";25;35,88;0,76;0,24;0,16;0,64;0,2;"Operativos Regulares frecuentes"
"Los Rios - Valencia - Valencia";9;53,44;0,89;0,11;0;1;0;"Operativos Regulares frecuentes"
"Los Rios - Valencia - La union";4;56,25;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Los Rios - Valencia - Valencia";17;36,59;0,88;0,12;0,53;0;0,47;"Operativos Regulares frecuentes"
"Los Rios - Mocache - Mocache";16;43,25;0,94;0,06;0,19;0,44;0,38;"Operativos Regulares frecuentes"
"Los Rios - Quinsaloma - Quinsaloma";14;40,93;0,86;0,14;0,14;0,29;0,57;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Portoviejo";24;35,12;0,88;0,12;0,46;0;0,54;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - 12 De Marzo";5;39,4;1;0;0,4;0,6;0;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Colon";9;44,44;0,89;0,11;0,56;0,22;0,22;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Picoaza";6;38;0,67;0,33;0,83;0,17;0;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - San Pablo";1;25;1;0;0;1;0;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Andres De Vera";15;38;0,87;0,13;0,73;0,13;0,13;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Francisco Pacheco";57;35,53;0,84;0,16;0,32;0,3;0,39;"Operativos de Transito SemiConstantes"
"Manabi - Portoviejo - 18 De Octubre";2;47,5;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Simon Bolivar";5;36,6;1;0;0,6;0,2;0,2;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Portoviejo";15;40,73;0,53;0,47;0,33;0,53;0,13;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Abdon Calderon (San Francisco)";7;38,29;1;0;0,29;0,29;0,43;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Alhajuela (Bajo grande)";1;26;1;0;0;0;1;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Crucita";6;33,67;0,67;0,33;0,17;0,5;0,33;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Pueblo Nuevo";2;43,5;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - Riochico (Rio Chico)";4;30,25;1;0;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Portoviejo - San Placido";9;40,33;0,78;0,22;0,67;0,11;0,22;"Operativos Regulares frecuentes"
"Manabi - Bolivar - Calceta";9;38,78;1;0;0,22;0,56;0,22;"Operativos Regulares frecuentes"
"Manabi - Bolivar - Membrillo";3;34;0,67;0,33;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Bolivar - Quiroga";4;26,5;0,5;0,5;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Chone - Chone";30;41,67;0,73;0,27;0,13;0,43;0,43;"Operativos Regulares frecuentes"
"Manabi - Chone - Santa Rita";6;33,17;0,67;0,33;0,33;0,5;0,17;"Operativos Regulares frecuentes"
"Manabi - Chone - Chone";6;39,83;1;0;0,5;0;0,5;"Operativos Regulares frecuentes"
"Manabi - Chone - Boyaca";2;47;1;0;0;1;0;"Operativos Regulares frecuentes"
"Manabi - Chone - Canuto";4;40,75;1;0;0,25;0,25;0,5;"Operativos Regulares frecuentes"
"Manabi - Chone - Chibunga";3;29,67;1;0;0;0;1;"Operativos Regulares frecuentes"
"Manabi - Chone - Eloy Alfaro";1;21;1;0;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Chone - Ricaurte";6;38,17;0,83;0,17;0,33;0,17;0,33;"Operativos Regulares frecuentes"
"Manabi - Chone - San Antonio";6;53,33;0,83;0,17;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - El Carmen - El Carmen";36;31,97;0,83;0,17;0,17;0,64;0,19;"Operativos de Transito SemiConstantes"
"Manabi - El Carmen - 4 De Diciembe";2;27;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Manabi - El Carmen - El carmen";31;33,52;0,84;0,16;0,58;0;0,39;"Operativos de Transito SemiConstantes"
"Manabi - El Carmen - Wilfrido Loor Moreira (Maicito)";1;19;1;0;0;1;0;"Operativos Regulares frecuentes"
"Manabi - El Carmen - San Pedro de Suma";1;42;0;1;0;0;1;"Operativos Regulares frecuentes"
"Manabi - Flavio Alfaro - Flavio Alfaro";13;39,92;1;0;0,54;0,31;0,15;"Operativos Regulares frecuentes"
"Manabi - Jipijapa - Miguel Inocencio Parrales y Guale";2;28;1;0;0,5;0;0,5;"Operativos Regulares frecuentes"
"Manabi - Jipijapa - San Lorenzo De Jipijapa";3;33;1;0;0;0,67;0,33;"Operativos Regulares frecuentes"
"Manabi - Jipijapa - Jipijapa";17;42,53;0,88;0,12;0,53;0,41;0,06;"Operativos Regulares frecuentes"
"Manabi - Jipijapa - America";11;41,82;0,73;0,27;0;0,82;0,18;"Operativos Regulares frecuentes"
"Manabi - Jipijapa - El Anegado (Cab En Eloy Alfaro)";3;51;0,67;0,33;0,67;0,33;0;"Operativos Regulares frecuentes"
"Manabi - Jipijapa - Pedro Pablo Gomez";1;49;1;0;0;0;1;"Operativos Regulares frecuentes"
"Manabi - Jipijapa - Puerto de Cayo";1;19;1;0;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Junin - Junin";14;35;0,93;0,07;0,36;0,36;0,29;"Operativos Regulares frecuentes"
"Manabi - Manta - Los Esteros";15;29;0,93;0,07;0,53;0,13;0,33;"Operativos Regulares frecuentes"
"Manabi - Manta - Manta";56;37,38;0,89;0,11;0,38;0;0,59;"Operativos de Transito SemiConstantes"
"Manabi - Manta - San Mateo";5;40;0,8;0,2;0,2;0,6;0,2;"Operativos Regulares frecuentes"
"Manabi - Manta - Tarqui";8;43,62;0,75;0,25;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - Manta - Eloy Alfaro";5;27;0,8;0,2;0,2;0,2;0,6;"Operativos Regulares frecuentes"
"Manabi - Manta - Manta";41;40,85;0,83;0,17;0,17;0,78;0,05;"Operativos de Transito SemiConstantes"
"Manabi - Manta - San Lorenzo";4;32,5;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Manabi - Manta - Santa Marianita (Boca de Pacoche)";1;27;1;0;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Montecristi - Montecristi";11;30,09;1;0;0,27;0;0,73;"Operativos Regulares frecuentes"
"Manabi - Montecristi - El Colorado";3;35;1;0;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Manabi - Montecristi - Leonidas Proano";2;29;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - Montecristi - Montecristi";13;38;0,62;0,38;0;0,92;0,08;"Operativos Regulares frecuentes"
"Manabi - Montecristi - La Pila";3;31,67;1;0;0,33;0,67;0;"Operativos Regulares frecuentes"
"Manabi - Pajan - Pajan";9;33,22;0,89;0,11;0,11;0,22;0,67;"Operativos Regulares frecuentes"
"Manabi - Pajan - Campozano (La Palma De Pajan)";2;23;0;1;0;1;0;"Operativos Regulares frecuentes"
"Manabi - Pajan - Cascol";4;49,25;1;0;0,5;0,25;0,25;"Operativos Regulares frecuentes"
"Manabi - Pajan - Guale";3;14,33;0,67;0,33;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Pichincha - Pichincha";20;36,75;0,7;0,3;0,25;0,35;0,4;"Operativos Regulares frecuentes"
"Manabi - Pichincha - Barraganete";4;26,5;0,75;0,25;0,25;0,5;0,25;"Operativos Regulares frecuentes"
"Manabi - Pichincha - San Sebastian";2;28,5;1;0;0;1;0;"Operativos Regulares frecuentes"
"Manabi - Rocafuerte - Rocafuerte";23;35,52;0,78;0,22;0,43;0,22;0,35;"Operativos Regulares frecuentes"
"Manabi - Santa Ana - Santa Ana De Vuelta Larga";7;32,71;1;0;0,29;0,14;0,57;"Operativos Regulares frecuentes"
"Manabi - Santa Ana - Lodana";2;23,5;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - Santa Ana - Santa Ana";7;30,86;0,86;0,14;0,29;0,43;0,29;"Operativos Regulares frecuentes"
"Manabi - Santa Ana - Ayacucho";9;32,33;0,89;0,11;0,22;0,56;0,22;"Operativos Regulares frecuentes"
"Manabi - Santa Ana - Honorato Vasquez (Cab. En Vasquez)";1;23;0;1;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Santa Ana - La Union";2;40,5;1;0;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - Santa Ana - San Pablo (Cab En Pueblo Nuevo)";1;29;1;0;0;1;0;"Operativos Regulares frecuentes"
"Manabi - Sucre - Bahia De Caraquez";11;44,45;0,64;0,36;0,18;0,73;0,09;"Operativos Regulares frecuentes"
"Manabi - Sucre - Leonidas Plaza Gutierrez";5;45,8;0,8;0,2;0;0,8;0,2;"Operativos Regulares frecuentes"
"Manabi - Sucre - Bahia de Caraquez";2;33,5;1;0;0;0;1;"Operativos Regulares frecuentes"
"Manabi - Sucre - Charapoto";8;30,88;0,88;0,12;0;0,12;0,88;"Operativos Regulares frecuentes"
"Manabi - Sucre - San Isidro";4;41,75;0,75;0,25;0,5;0,25;0,25;"Operativos Regulares frecuentes"
"Manabi - Tosagua - Tosagua";12;35,42;1;0;0,33;0,5;0,17;"Operativos Regulares frecuentes"
"Manabi - Tosagua - Bachillero";2;20,5;0,5;0,5;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - 24 De Mayo - Sucre";15;40,07;0,87;0,13;0,2;0,2;0,53;"Operativos Regulares frecuentes"
"Manabi - 24 De Mayo - Bellavista";2;49;0,5;0,5;0,5;0,5;0;"Operativos Regulares frecuentes"
"Manabi - 24 De Mayo - Noboa";3;27;1;0;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Manabi - Pedernales - Pedernales";27;28,22;0,78;0,22;0,26;0,41;0,33;"Operativos Regulares frecuentes"
"Manabi - Pedernales - Cojimies";5;34,2;0,8;0,2;0,2;0,2;0,6;"Operativos Regulares frecuentes"
"Manabi - Pedernales - 10 de Agosto";1;27;1;0;1;0;0;"Operativos Regulares frecuentes"
"Manabi - Pedernales - Atahualpa";2;39;0,5;0,5;0;0,5;0,5;"Operativos Regulares frecuentes"
"Manabi - Olmedo - Olmedo";11;37,18;0,91;0,09;0,09;0,45;0,45;"Operativos Regulares frecuentes"
"Manabi - Puerto Lopez - Puerto Lopez";4;45,25;0;1;0,5;0;0,5;"Operativos Regulares frecuentes"
"Manabi - Puerto Lopez - Machalilla";3;40;1;0;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Manabi - Jama - Jama";6;40,17;0,83;0,17;0,17;0,33;0,5;"Operativos Regulares frecuentes"
"Manabi - Jaramijo - Jaramijo";2;44;0,5;0,5;0,5;0;0,5;"Operativos Regulares frecuentes"
"Manabi - San Vicente - San Vicente";8;34,38;0,88;0,12;0,62;0,25;0,12;"Operativos Regulares frecuentes"
"Manabi - San Vicente - Canoa";5;27,6;1;0;0,2;0;0,8;"Operativos Regulares frecuentes"
"Morona Santiago - Morona - Macas";19;32,58;0,89;0,11;0,16;0,37;0,47;"Operativos Regulares frecuentes"
"Morona Santiago - Morona - General Proano";1;6;0;1;0;1;0;"Operativos Regulares frecuentes"
"Morona Santiago - Morona - Sevilla Don Bosco";10;24,5;0,8;0,2;0,4;0,3;0,3;"Operativos Regulares frecuentes"
"Morona Santiago - Morona - Sinai";3;36;0,67;0,33;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Morona Santiago - Morona - Rio Blanco";2;33,5;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Morona Santiago - Gualaquiza - Gualaquiza";6;40,33;0,5;0,5;0,33;0;0,67;"Operativos Regulares frecuentes"
"Morona Santiago - Gualaquiza - Mercedes Molina";4;38,5;1;0;1;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Gualaquiza - Gulaquiza";1;69;0;1;1;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Gualaquiza - Bomboiza";6;47,83;0,83;0,17;0,17;0,33;0,5;"Operativos Regulares frecuentes"
"Morona Santiago - Gualaquiza - El Rosario";1;51;1;0;0;0;1;"Operativos Regulares frecuentes"
"Morona Santiago - Gualaquiza - El Ideal";1;48;1;0;0;1;0;"Operativos Regulares frecuentes"
"Morona Santiago - Limon Indanza - Gral. Leonidas Plaza Gutierrez";5;39,4;0,6;0,4;0,4;0,2;0,2;"Operativos Regulares frecuentes"
"Morona Santiago - Limon Indanza - Indanza";1;58;1;0;0;1;0;"Operativos Regulares frecuentes"
"Morona Santiago - Limon Indaza - San Antonio (Cab. en San Antonio Centro)";4;33;0,75;0,25;0;0;1;"Operativos Regulares frecuentes"
"Morona Santiago - Limon Indanza - San Miguel De Conchay";1;13;1;0;0;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Limon Indaza - Yunganza (Cab. en el Rosario)";1;50;0;1;0;0;1;"Operativos Regulares frecuentes"
"Morona Santiago - Palora - Palora (Metzera)";4;31;1;0;0;0,25;0,5;"Operativos Regulares frecuentes"
"Morona Santiago - Palora - Sangay (Cab. en Nayamanaca)";1;20;1;0;0;0;1;"Operativos Regulares frecuentes"
"Morona Santiago - Santiago - Santiago de Mendez";2;44,5;0,5;0,5;1;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Santiago - Patuca";1;57;0;1;0;0;1;"Operativos Regulares frecuentes"
"Morona Santiago - Santiago - Tayuza";1;18;1;0;0;1;0;"Operativos Regulares frecuentes"
"Morona Santiago - Sucua - Sucua";12;33,33;0,75;0,25;0,42;0,33;0,25;"Operativos Regulares frecuentes"
"Morona Santiago - Sucua - Huambi";7;26,29;1;0;0,43;0,43;0,14;"Operativos Regulares frecuentes"
"Morona Santiago - Huamboya - Huamboya";1;38;1;0;1;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Huamboya - Chiguaza";9;38,22;0,67;0,33;0,11;0,44;0,44;"Operativos Regulares frecuentes"
"Morona Santiago - San Juan Bosco - San Juan Bosco";2;13,5;1;0;1;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Taisha - Taisha";1;17;1;0;0;0;1;"Operativos Regulares frecuentes"
"Morona Santiago - Taisha - Tuutinentza";2;43,5;1;0;1;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Logrono - Logrono";3;34,33;1;0;0;0;1;"Operativos Regulares frecuentes"
"Morona Santiago - Logrono - Yaupi";1;54;1;0;0;0;0;"Operativos Regulares frecuentes"
"Morona Santiago - Logrono - Shimpis";1;26;1;0;0;1;0;"Operativos Regulares frecuentes"
"Morona Santiago - Tiwintza - San Jose de Morona";2;35,5;1;0;0;0;1;"Operativos Regulares frecuentes"
"Napo - Tena - Tena";14;38,43;0,64;0,36;0,57;0,29;0,14;"Operativos Regulares frecuentes"
"Napo - Tena - Ahuano";1;29;1;0;0;1;0;"Operativos Regulares frecuentes"
"Napo - Tena - Chontapunta";2;27;1;0;0;0,5;0,5;"Operativos Regulares frecuentes"
"Napo - Tena - Puerto Misahualli";3;29,67;1;0;0;0,67;0,33;"Operativos Regulares frecuentes"
"Napo - Tena - Puerto Napo";7;38,29;0,86;0,14;0,43;0,43;0,14;"Operativos Regulares frecuentes"
"Napo - Tena - San Juan De Muyuna";1;24;1;0;0;1;0;"Operativos Regulares frecuentes"
"Napo - Archidona - Archidona";8;25,88;0,88;0,12;0,38;0,38;0,25;"Operativos Regulares frecuentes"
"Napo - Archidona - Cotundo";12;25,17;0,75;0,25;0,5;0,08;0,42;"Operativos Regulares frecuentes"
"Napo - Archidona - Hatun Sumaku";7;21,43;0,57;0,43;0;0;1;"Operativos Regulares frecuentes"
"Napo - El Chaco - El Chaco";7;43,14;0,57;0,43;0,43;0,29;0,29;"Operativos Regulares frecuentes"
"Napo - El Chaco - Gonzalo Diaz de Pineda (El Bombon)";1;32;1;0;0;0;1;"Operativos Regulares frecuentes"
"Napo - El Chaco - Santa Rosa";3;13,33;0,33;0,67;0;0,33;0;"Operativos Regulares frecuentes"
"Napo - Quijos - Baeza";6;36,83;0,83;0,17;0,67;0,17;0,17;"Operativos Regulares frecuentes"
"Napo - Quijos - Cuyuja";4;52,5;0,75;0,25;0,5;0,25;0,25;"Operativos Regulares frecuentes"
"Napo - Quijos - Papallacta";7;33,57;0,86;0,14;0,43;0,29;0,29;"Operativos Regulares frecuentes"
"Napo - Carlos Julio Arrosemena Tola - Carlos Julio Arosemena Tola";6;43,33;0,83;0,17;0,5;0,17;0,33;"Operativos Regulares frecuentes"
"Pastaza - Pastaza - Puyo";38;32,84;0,89;0,11;0,16;0,58;0,26;"Operativos de Transito SemiConstantes"
"Pastaza - Pastaza - Fatima";3;31,33;1;0;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Pastaza - Pastaza - Pomona";1;42;1;0;0;1;0;"Operativos Regulares frecuentes"
"Pastaza - Pastaza - Simon Bolivar (Cab En Mushullacta)";4;24,75;1;0;0,25;0,75;0;"Operativos Regulares frecuentes"
"Pastaza - Pastaza - Veracruz (Cab. en Indillama)";1;22;1;0;1;0;0;"Operativos Regulares frecuentes"
"Pastaza - Mera - Mera";6;27,17;0,83;0,17;0;0,5;0,5;"Operativos Regulares frecuentes"
"Pastaza - Mera - Madre Tierra";1;16;1;0;0;0;1;"Operativos Regulares frecuentes"
"Pastaza - Santa Clara - Santa Clara";1;46;0;1;0;1;0;"Operativos Regulares frecuentes"
"Pastaza - Santa Clara - San Jose";2;47;1;0;0,5;0;0,5;"Operativos Regulares frecuentes"
"Pichincha - Quito - Belisario Quevedo";31;37,37;0,84;0,16;0,32;0,26;0,42;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Carcelen";15;50,73;0,8;0,2;0,4;0,2;0,4;"Operativos Regulares frecuentes"
"Pichincha - Quito - Centro Historico";29;34,15;0,9;0,1;0,28;0,41;0,28;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Cochapamba";5;31,2;1;0;0,4;0,4;0,2;"Operativos Regulares frecuentes"
"Pichincha - Quito - Comite Del Pueblo";6;49,17;0,83;0,17;0,17;0,5;0,33;"Operativos Regulares frecuentes"
"Pichincha - Quito - Cotocollao";53;37,5;0,79;0,21;0,36;0,38;0,21;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Chilibulo";22;48,84;0,68;0,32;0,18;0,27;0,55;"Operativos Regulares frecuentes"
"Pichincha - Quito - Chillogallo";21;35,33;0,76;0,24;0,38;0,43;0,19;"Operativos Regulares frecuentes"
"Pichincha - Quito - Chimbacalle";3;42,67;1;0;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Pichincha - Quito - El Condado";13;35,31;0,92;0,08;0,15;0,31;0,54;"Operativos Regulares frecuentes"
"Pichincha - Quito - Guamani";30;36,5;0,9;0,1;0,33;0,23;0,43;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Inaquito";17;33,76;0,94;0,06;0,06;0,41;0,47;"Operativos Regulares frecuentes"
"Pichincha - Quito - Itchimbia";207;42,5;0;0,02;0;0,02;0;"Operativo de Transito Constante"
"Pichincha - Quito - Jipijapa";2;50;1;0;0,5;0;0,5;"Operativos Regulares frecuentes"
"Pichincha - Quito - Kennedy";5;40,8;1;0;0;0,8;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - La Argelia";16;34,5;0,81;0,19;0,31;0,5;0,19;"Operativos Regulares frecuentes"
"Pichincha - Quito - La Concepcion";5;51,2;0,6;0,4;0,8;0,2;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - La Ecuatoriana";3;43;0,67;0,33;0;0,67;0,33;"Operativos Regulares frecuentes"
"Pichincha - Quito - La Ferroviaria";9;51,44;1;0;0,22;0,33;0,44;"Operativos Regulares frecuentes"
"Pichincha - Quito - La Libertad";1;28;1;0;1;0;0;"Operativos Regulares frecuentes"
"Pichincha - Quito - La Magdalena";17;46,12;0,94;0,06;0,47;0,24;0,29;"Operativos Regulares frecuentes"
"Pichincha - Quito - La Mena";5;44;0,8;0,2;0,6;0;0,4;"Operativos Regulares frecuentes"
"Pichincha - Quito - Mariscal Sucre";34;15,71;0,74;0,26;0,24;0,35;0,41;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Ponceano";42;52,79;0,79;0,21;0,45;0,21;0,29;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Puengasi";18;36,83;0,78;0,22;0,28;0,11;0,61;"Operativos Regulares frecuentes"
"Pichincha - Quito - Quitumbe";37;37,19;0,7;0,3;0,32;0,3;0,38;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Rumipamba";12;38,08;0,83;0,17;0,67;0,08;0,25;"Operativos Regulares frecuentes"
"Pichincha - Quito - San Bartolo";11;30,59;0,91;0,09;0,27;0,27;0,45;"Operativos Regulares frecuentes"
"Pichincha - Quito - San Isidro Del Inca";12;35,92;0,83;0,17;0,33;0,33;0,33;"Operativos Regulares frecuentes"
"Pichincha - Quito - San Juan";118;40,71;0,8;0,2;0,4;0,27;0,33;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Solanda";5;51,6;0,8;0,2;0,6;0,2;0,2;"Operativos Regulares frecuentes"
"Pichincha - Quito - Turubamba";4;61;0,75;0,25;0;0,5;0,5;"Operativos Regulares frecuentes"
"Pichincha - Quito - Quito";85;34,09;0,71;0,29;0,41;0,39;0,2;"Operativos de Transito SemiConstantes"
"Pichincha - Quito - Alangasi";5;38,2;1;0;0,6;0,2;0,2;"Operativos Regulares frecuentes"
"Pichincha - Quito - Amaguana";21;37,29;0,76;0,24;0,33;0,43;0,24;"Operativos Regulares frecuentes"
"Pichincha - Quito - Atahualpa (Habaspamba)";2;14,5;1;0;0;1;0;"Operativos Regulares frecuentes"
